name,price
"Dell OptiPlex Windows 10 Pro Desktop Computer Core 2 Duo 8GB 500GB Dual 19"" LCD",172.99
Dell Optiplex 7050 SFF i5-6500 3.20GHz Business Desktop Computer Windows 10 PC,174.99
Custom Build HP Desktop i5 16GB | 2TB | K+M | Windows 11 Display Port WiFi BT PC,95.76
Dell XPS 8940 i7-11700 32Gb RAM 512GB SSD+1TB HDD WiFi (Integrated Graphics),819.00
Acer Aspire TC Desktop Intel Core i5-10400 2.9GHz 12GB Ram 512GB SSD Win 10 Home,399.99
 HP 6200 Pro Desktop Computer Tower Windows 10  Intel Core i3 ,54.99
desktop computers,50.00
Custom Lenovo M910 Core i7 6700 up to 4.0GHz ThinkCentre Desktop Computer Win10,359.99
Dell Desktop computer PC  **  WIFI **  755 780 2.93GHz 250GB windows xp 32 bit,119.89
,399.99
Dell Optiplex 5040 SFF Computer i5-6500 3.2GHz 8GB Ram 128 GB SSD NO OS,175.00
Dell OptiPlex 3020 MT Intel i5-4570 3.2GHz 8GB 2TB NO/OS PC Computer Desktop,129.99
Fast Dell 3040 Desktop Computer Core i5-6500 8GB 256GB SSD DVD Windows 10 Pro PC,224.88
=Dell OptiPlex Windows 10 Pro Core 2 Duo Desktop PC Computer 3.00GHz 8GB 1TB HD,133.69
Shop on eBay,20.00
Skytech Archangel Gaming PC Computer Intel Core i5 10400F 2.9 GHz RTX 3060,"1,099.99"
Optiplex Dell 3.0GHz Tower 8GB 256GB Wifi Windows 10 Computer Monitor Combo,154.99
HP EliteDesk 800 G2 Desktop PC Intel Core i5 6th Gen 8GB 250GB HDD Windows 10,109.00
Dell 9020 All In One Computer PC Intel Core i5 8GB Ram 500GB HDD Windows 10 Pro,349.99
HP EliteDesk 705 G4 AMD Ryzen 5 Pro 3.20GHz 16GBRAM 256 NVME HDD Mini-Desktop PC,238.69
"Dell Precision 3630 - Intel Core 8th Gen, 16GB DDR4, 512GB SSD & 6TB HDD, No OS",449.99
Lot of 2 HP 800 G1 ELITEDESK USDT Desktop PC COMPUTER i5-4570s 2.90 Ghz 8GB RAM!,149.99
Apple PowerMac G4 Desktop Computer Sold As Is -Read Description,124.99
Dell i7 Desktop Computer PC 7010 WiFi/HDMI/up to 32GB RAM 3TB HDD SSD/Windows 10,170.00
"Dell i5 Desktop Computer PC 8GB RAM 1TB HD 19"" LCD Monitor Windows 10 Home WiFi",119.99
Dell Desktop Computer Core i5 8GB 250GB DVD WiFi Windows 10 PC with HDMI,129.00
Dell Optiplex 5050 SFF Intel Core i5-6500 3.2GHz 8 GB DDR4 RAM NO HDD/OS - 16265,150.00
Lenovo ThinkCentre Desktop Computer Core 2 Duo 3GHz Windows 10/7 PC 19in MONITOR,83.45
"HP Desktop Computer🚩32GB 2TB SSD Quad Core i7 🚩Win 10 Pro PC 24"" Dual LCD WIFI",289.43
Windows 11 Lenovo Desktop Tiny PC WiFi HDMI Computer 8GB RAM 500GB Office2021 ,160.99
Dell Optiplex 9010 Tower PC Core i7 3rd Gen 16GB RAM 256 SSD Hard Drive Win 10,220.00
Dell Desktop i7 Computer PC Intel Core 8GB RAM 128GB SSD Windows 10 Pro Wi-Fi,119.99
,179.99
"Dell Inspiron 3268 Computer - 7th Gen i3 3.90, 8GB RAM 250GB SSD, Windows 11 Pro",0.99
Dell Optiplex 9020 Tower PC Core i7-4770 32GB RAM 1TB SSD Windows 10 Pro Wifi BT,439.99
Dell Optiplex 790 Computer Tower i5 / wIFI /Windows 10 pro / work / school ..,99.49
"Lenovo Desktop Computer Core i5 16GB 2TB 512GB SSD WiFi Windows 10 PC 24"" 22""LCD",179.99
desktop computers,200.00
HP EliteDesk 800 G1 USDT Intel i5-4570S 2.90GHz Desktop Computer Windows 10 PC,114.99
GTX 1070 Gaming Computer Desktop PC i3 9thGen 16GB RAM 250GB SSD Win 10 Pro,350.00
Dell OptiPlex 7040 SFF i5-6500 3.2GHz 8GB RAM 256GB SSD Win10Pro HDMI DVD-RW,146.89
,549.00
Dell Desktop Computer Intel Quad Core i5 Windows 10 Pro PC 8GB 512GB SSD HD WIFI,157.48
"HP Windows 10 Desktop Computer PC Intel 3.30 GHz 8GB RAM 256GB SSD 19"" LCD Wi-Fi",125.98
"Cheap HP Desktop Computer Intel Dual Core 8GB 500GB HD Windows 10 PC 22"" LCD DVD",143.29
